datetime,Timestamp,PM2_5.ug.m3.,AQI.US.,AQI.CN.,PM10.ug.m3.,PM1.ug.m3.,Outdoor.AQI.US.,Outdoor.AQI.CN.,Temperature.C.,Temperature.F.,Humidity..RH.,CO2.ppm.
2024-06-27 15:45:00,1719503823.0,2.0,7.9,2.9,2.1,1.0,0.0,0.0,24.5,76.1,76.0,799.4
2024-06-27 16:00:00,1719504343.0,2.0,7.9,2.9,2.0,1.0,0.0,0.0,24.7,76.4,75.0,823.1
2024-06-27 16:15:00,1719505481.3,2.0,7.8,2.9,2.0,1.0,0.0,0.0,24.7,76.5,72.8,835.1
2024-06-27 16:30:00,1719506248.0,1.7,6.9,2.4,1.8,0.7,0.0,0.0,24.8,76.7,72.0,850.2
2024-06-27 16:45:00,1719506855.3,1.6,6.4,2.2,1.6,0.6,0.0,0.0,24.8,76.7,71.0,858.2
2024-06-27 17:00:00,1719507971.0,2.0,8.0,3.0,2.2,1.0,0.0,0.0,24.3,75.8,70.2,871.4
2024-06-27 17:15:00,1719508871.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,24.2,75.5,71.6,860.2
2024-06-27 17:30:00,1719509771.0,2.0,8.0,3.0,2.0,0.6,0.0,0.0,24.1,75.4,72.2,829.6
2024-06-27 17:45:00,1719510671.0,2.0,8.0,3.0,2.0,0.0,0.0,0.0,24.0,75.1,73.0,773.2
2024-06-27 18:00:00,1719511571.0,1.8,7.2,2.6,2.0,0.8,0.0,0.0,24.5,76.0,73.0,770.4
2024-06-27 18:15:00,1719512471.0,2.0,8.0,3.0,2.2,1.0,0.0,0.0,25.0,77.1,72.4,776.8
2024-06-27 18:30:00,1719513371.0,2.0,8.0,3.0,2.2,1.0,0.0,0.0,25.5,77.8,72.0,779.4
2024-06-27 18:45:00,1719514271.0,2.2,9.0,3.2,2.2,1.2,0.0,0.0,25.8,78.4,72.0,767.0
2024-06-27 19:00:00,1719515171.0,1.8,7.2,2.6,1.8,0.8,0.0,0.0,26.0,78.9,72.0,761.6
2024-06-27 19:15:00,1719516071.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,26.3,79.3,72.0,754.2
2024-06-27 19:30:00,1719516971.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,26.5,79.7,72.0,753.6
2024-06-27 19:45:00,1719517871.0,2.0,8.0,3.0,2.8,1.0,0.0,0.0,26.7,80.0,72.0,740.2
2024-06-27 20:00:00,1719518775.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,26.8,80.2,71.8,734.6
2024-06-27 20:15:00,1719519691.0,1.8,7.2,2.6,2.4,0.8,0.0,0.0,26.1,79.0,66.6,731.4
2024-06-27 20:30:00,1719520591.0,1.6,6.4,2.2,1.8,0.6,0.0,0.0,25.6,78.1,65.8,734.6
2024-06-27 20:45:00,1719521491.0,1.8,7.2,2.6,2.0,0.8,0.0,0.0,25.3,77.5,65.8,735.8
2024-06-27 21:00:00,1719522703.5,1.8,7.2,2.6,2.2,0.8,0.0,0.0,24.9,76.9,66.0,730.1
2024-06-27 21:15:00,1719523106.0,1.9,7.8,2.9,2.1,0.9,0.0,0.0,24.9,76.8,66.3,728.5
2024-06-27 21:30:00,1719524306.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,25.1,77.1,67.0,705.2
2024-06-27 21:45:00,1719525206.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,25.4,77.7,67.6,692.8
2024-06-27 22:00:00,1719526106.0,1.8,7.2,2.6,1.8,0.8,0.0,0.0,25.6,78.1,68.0,678.6
2024-06-27 22:15:00,1719527006.0,2.0,8.0,3.0,2.4,1.0,0.0,0.0,25.8,78.4,68.4,664.6
2024-06-27 22:30:00,1719527906.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,25.9,78.7,69.0,652.0
2024-06-27 22:45:00,1719528806.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,26.1,78.9,69.8,641.6
2024-06-27 23:00:00,1719529706.0,2.2,9.0,3.2,2.4,1.2,0.0,0.0,26.2,79.1,71.0,631.0
2024-06-27 23:15:00,1719530606.0,2.2,9.0,3.2,2.6,1.2,0.0,0.0,26.3,79.3,71.0,588.8
2024-06-27 23:30:00,1719531506.0,1.8,7.2,2.6,2.0,0.8,0.0,0.0,26.4,79.5,71.6,444.6
2024-06-27 23:45:00,1719532406.0,2.0,8.0,3.0,2.2,1.0,0.0,0.0,26.5,79.6,72.0,437.6
2024-06-28 00:00:00,1719533306.0,2.6,11.0,3.6,2.8,1.6,0.0,0.0,26.5,79.8,72.0,432.6
2024-06-28 00:15:00,1719534206.0,2.4,10.0,3.4,2.8,1.4,0.0,0.0,26.6,79.9,72.2,426.8
2024-06-28 00:30:00,1719535106.0,2.4,10.0,3.4,2.6,1.4,0.0,0.0,26.7,80.0,73.0,420.6
2024-06-28 00:45:00,1719536006.0,2.2,9.0,3.2,2.8,1.2,0.0,0.0,26.7,80.1,73.0,417.4
2024-06-28 01:00:00,1719536906.0,2.8,12.0,3.8,3.0,1.8,0.0,0.0,26.8,80.2,73.0,415.4
2024-06-28 01:15:00,1719537806.0,3.0,13.0,4.0,3.4,2.0,0.0,0.0,26.8,80.3,73.4,412.6
2024-06-28 01:30:00,1719538706.0,3.0,13.0,4.0,3.0,2.0,0.0,0.0,26.9,80.5,74.0,413.0
2024-06-28 01:45:00,1719539606.0,3.0,13.0,4.0,3.2,2.0,0.0,0.0,27.0,80.7,74.0,405.6
2024-06-28 02:00:00,1719540506.0,3.0,13.0,4.0,3.4,2.0,0.0,0.0,27.0,80.7,74.0,402.6
2024-06-28 02:15:00,1719541406.0,3.0,12.8,4.2,3.2,2.0,0.0,0.0,27.0,80.7,74.0,399.2
2024-06-28 02:30:00,1719542306.0,3.0,13.0,4.0,3.8,2.0,0.0,0.0,27.0,80.7,74.4,395.8
2024-06-28 02:45:00,1719543206.0,3.2,13.8,4.4,3.8,2.2,0.0,0.0,27.1,80.7,75.0,393.2
2024-06-28 03:00:00,1719544106.0,3.4,14.6,4.8,3.8,2.4,0.0,0.0,27.1,80.8,75.0,389.8
2024-06-28 03:15:00,1719545006.0,3.0,13.0,4.0,3.6,2.0,0.0,0.0,27.1,80.8,75.0,387.4
2024-06-28 03:30:00,1719545906.0,3.2,13.8,4.4,3.2,2.2,0.0,0.0,27.2,80.9,75.0,384.6
2024-06-28 03:45:00,1719546806.0,3.2,13.8,4.4,3.4,2.2,0.0,0.0,27.2,80.9,75.4,381.8
2024-06-28 04:00:00,1719547706.0,3.2,13.8,4.4,3.2,2.2,0.0,0.0,27.2,81.0,76.0,386.6
2024-06-28 04:15:00,1719548606.0,3.2,13.8,4.4,3.4,2.2,0.0,0.0,27.2,81.0,76.0,396.2
2024-06-28 04:30:00,1719549506.0,3.2,13.8,4.4,3.8,2.2,0.0,0.0,27.2,81.0,76.0,395.0
2024-06-28 04:45:00,1719550406.0,3.4,14.6,4.8,4.2,2.4,0.0,0.0,27.3,81.1,76.0,392.2
2024-06-28 05:00:00,1719551306.0,3.8,16.2,5.6,4.4,2.8,0.0,0.0,27.3,81.1,76.2,389.4
2024-06-28 05:15:00,1719552206.0,3.6,15.4,5.2,4.0,2.6,0.0,0.0,27.3,81.1,77.0,387.2
2024-06-28 05:30:00,1719553106.0,3.8,16.2,5.6,5.0,2.8,0.0,0.0,27.3,81.2,77.0,385.4
2024-06-28 05:45:00,1719554006.0,3.6,15.4,5.2,3.8,2.6,0.0,0.0,27.3,81.2,77.0,383.6
2024-06-28 06:00:00,1719554906.0,4.2,17.8,6.2,4.8,3.2,0.0,0.0,27.4,81.2,77.0,381.0
2024-06-28 06:15:00,1719555806.0,4.0,17.0,6.0,4.4,3.0,0.0,0.0,27.4,81.3,77.0,376.2
2024-06-28 06:30:00,1719556706.0,4.2,17.8,6.2,5.0,3.2,0.0,0.0,27.4,81.3,77.8,382.0
2024-06-28 06:45:00,1719557606.0,4.8,20.2,6.8,5.4,3.8,0.0,0.0,27.4,81.4,78.0,383.6
2024-06-28 07:00:00,1719558506.0,5.0,21.0,7.0,5.2,4.0,0.0,0.0,27.5,81.5,78.0,388.0
2024-06-28 07:15:00,1719559406.0,4.8,20.2,6.8,5.6,3.8,0.0,0.0,27.1,80.8,74.2,391.4
2024-06-28 07:30:00,1719560306.0,4.2,17.8,6.2,4.6,3.2,0.0,0.0,26.5,79.6,70.6,393.0
2024-06-28 07:45:00,1719561206.0,4.6,19.4,6.6,4.8,3.6,0.0,0.0,25.8,78.4,67.4,383.0
2024-06-28 08:00:00,1719562106.0,4.6,19.4,6.6,4.6,3.2,0.0,0.0,24.9,76.9,67.6,380.0
2024-06-28 08:15:00,1719563006.0,4.6,19.4,6.6,4.6,2.6,0.0,0.0,24.4,75.9,68.8,395.0
2024-06-28 08:30:00,1719563906.0,4.4,18.6,6.4,4.4,2.4,0.0,0.0,24.1,75.3,69.0,407.6
2024-06-28 08:45:00,1719564806.0,4.4,18.6,6.4,4.4,2.4,0.0,0.0,23.8,74.8,69.0,429.2
2024-06-28 09:00:00,1719565706.0,4.2,17.8,6.0,4.2,2.2,0.0,0.0,23.4,74.2,69.0,437.6
2024-06-28 09:15:00,1719566606.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,23.2,73.8,70.6,453.8
2024-06-28 09:30:00,1719567506.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,23.3,74.0,72.2,473.2
2024-06-28 09:45:00,1719568406.0,3.8,16.2,5.6,3.8,1.8,0.0,0.0,23.3,74.0,73.0,476.6
2024-06-28 10:00:00,1719569306.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,23.5,74.3,72.4,516.8
2024-06-28 10:15:00,1719570206.0,3.4,14.6,4.8,3.4,1.4,0.0,0.0,23.6,74.5,72.0,551.0
2024-06-28 10:30:00,1719571106.0,3.0,13.0,4.0,3.0,1.0,0.0,0.0,23.7,74.6,72.0,556.6
2024-06-28 10:45:00,1719572006.0,3.2,13.8,4.4,3.2,1.2,0.0,0.0,23.6,74.4,72.0,559.8
2024-06-28 11:00:00,1719572906.0,3.2,13.8,4.4,3.2,1.2,0.0,0.0,23.5,74.3,72.0,583.0
2024-06-28 11:15:00,1719573806.0,3.0,13.0,4.0,3.0,1.0,0.0,0.0,23.6,74.4,72.0,601.8
2024-06-28 11:30:00,1719574706.0,2.8,12.0,3.8,2.8,0.8,0.0,0.0,23.5,74.3,72.0,591.0
2024-06-28 11:45:00,1719575606.0,3.0,13.0,4.0,3.0,1.0,0.0,0.0,23.5,74.2,71.8,603.8
2024-06-28 12:00:00,1719576506.0,3.2,13.8,4.4,3.4,1.2,0.0,0.0,23.4,74.1,71.0,617.0
2024-06-28 12:15:00,1719577406.0,3.4,14.6,4.8,3.4,1.4,0.0,0.0,23.4,74.1,71.0,625.0
2024-06-28 12:30:00,1719578306.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,23.3,74.0,71.0,619.2
2024-06-28 12:45:00,1719579206.0,4.2,17.8,6.2,4.2,2.2,0.0,0.0,23.3,74.0,71.6,611.4
2024-06-28 13:00:00,1719580106.0,5.0,21.0,7.0,5.0,3.0,0.0,0.0,23.5,74.2,72.0,651.8
2024-06-28 13:15:00,1719581006.0,5.2,21.8,7.4,5.2,2.6,0.0,0.0,23.7,74.6,72.2,655.2
2024-06-28 13:30:00,1719582106.2,5.2,21.7,7.4,5.2,2.5,0.0,0.0,23.8,74.8,72.1,695.9
2024-06-28 13:45:00,1719582581.2,5.3,22.1,7.6,5.6,3.5,0.0,0.0,23.9,75.0,73.0,695.6
2024-06-28 14:00:00,1719583867.8,5.8,24.4,8.7,6.2,3.2,0.0,0.0,24.0,75.2,73.0,677.2
2024-06-28 14:15:00,1719584374.5,6.0,24.9,8.8,6.5,4.0,0.0,0.0,24.1,75.3,73.5,662.1
2024-06-28 14:30:00,1719585531.0,6.0,25.0,9.0,6.3,3.0,0.0,0.0,24.1,75.4,74.3,647.3
2024-06-28 14:45:00,1719586431.0,5.3,22.3,7.7,5.7,2.3,0.0,0.0,23.9,75.0,74.3,693.0
2024-06-28 15:00:00,1719587331.3,6.0,25.0,9.0,6.0,3.0,0.0,0.0,23.7,74.7,74.0,724.3
2024-06-28 15:15:00,1719588232.0,4.7,19.7,6.7,4.7,2.3,0.0,0.0,23.7,74.7,74.0,742.7
2024-06-28 15:30:00,1719589132.0,5.0,21.0,7.0,5.0,3.0,0.0,0.0,23.7,74.7,74.0,739.0
2024-06-28 15:45:00,1719590032.0,3.7,15.7,5.3,3.7,1.7,0.0,0.0,23.7,74.7,72.7,759.3
2024-06-28 16:00:00,1719590932.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,23.7,74.7,72.0,751.7
2024-06-28 16:15:00,1719591832.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,23.7,74.6,72.0,715.7
2024-06-28 16:30:00,1719592732.0,3.7,15.7,5.3,3.7,1.7,0.0,0.0,23.7,74.6,72.0,724.3
2024-06-28 16:45:00,1719593632.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,23.6,74.5,72.3,730.7
2024-06-28 17:00:00,1719594532.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,23.6,74.5,73.0,721.0
2024-06-28 17:15:00,1719595432.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,23.7,74.7,73.0,699.7
2024-06-28 17:30:00,1719596332.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,23.8,74.8,73.0,677.0
2024-06-28 17:45:00,1719597054.0,3.7,15.7,5.3,3.8,2.2,0.0,0.0,23.9,75.0,73.0,678.1
2024-06-28 18:00:00,1719598301.8,4.0,17.1,5.9,5.3,2.9,0.0,0.0,24.8,76.6,73.6,761.5
2024-06-28 18:15:00,1719598668.8,3.7,15.7,5.4,4.4,2.7,0.0,0.0,25.0,77.1,73.0,747.5
2024-06-28 18:30:00,1719599962.0,4.0,17.0,6.0,4.7,3.0,0.0,0.0,25.5,77.9,73.0,715.3
2024-06-28 18:45:00,1719600862.0,4.0,17.0,6.0,4.3,3.0,0.0,0.0,25.7,78.2,73.0,692.0
2024-06-28 19:00:00,1719601762.0,4.0,17.0,6.0,4.7,3.0,0.0,0.0,25.7,78.3,73.0,673.7
2024-06-28 19:15:00,1719602662.0,4.0,17.0,6.0,5.0,3.0,0.0,0.0,25.9,78.6,73.0,652.7
2024-06-28 19:30:00,1719603562.0,4.0,17.0,6.0,4.3,3.0,0.0,0.0,25.9,78.7,73.0,634.7
2024-06-28 19:45:00,1719604462.0,4.0,17.0,6.0,4.0,3.0,0.0,0.0,26.0,78.9,73.7,617.3
2024-06-28 20:00:00,1719605362.0,4.0,17.0,6.0,4.0,3.0,0.0,0.0,26.1,79.0,74.0,600.3
2024-06-28 20:15:00,1719606262.0,4.3,18.3,6.3,4.3,3.3,0.0,0.0,26.2,79.1,74.0,581.0
2024-06-28 20:30:00,1719607162.0,4.7,19.7,6.7,5.0,3.7,0.0,0.0,26.3,79.3,74.0,568.7
2024-06-28 20:45:00,1719608062.0,4.7,19.7,6.7,4.7,3.7,0.0,0.0,26.3,79.3,75.0,555.3
2024-06-28 21:00:00,,,,,,,,,,,,
2024-06-28 21:15:00,1719609330.0,5.0,21.0,7.0,5.0,4.0,0.0,0.0,26.3,79.4,75.0,536.0
2024-06-28 21:30:00,1719610231.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,25.8,78.4,68.0,538.0
2024-06-28 21:45:00,1719611132.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,25.2,77.4,67.0,546.0
2024-06-28 22:00:00,1719612032.0,3.0,13.0,4.0,3.0,1.0,0.0,0.0,24.8,76.6,66.0,554.0
2024-06-28 22:15:00,1719612932.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,24.5,76.2,67.0,553.0
2024-06-28 22:30:00,1719613832.0,3.0,13.0,4.0,3.0,1.0,0.0,0.0,24.3,75.7,67.0,557.0
2024-06-28 22:45:00,1719614732.0,3.0,13.0,4.0,3.0,1.0,0.0,0.0,24.2,75.5,67.0,559.0
2024-06-28 23:00:00,1719615632.0,3.0,13.0,4.0,3.0,1.0,0.0,0.0,24.0,75.3,67.0,560.0
2024-06-28 23:15:00,1719616532.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,23.9,75.0,67.0,565.0
2024-06-28 23:30:00,1719617432.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,23.8,74.8,67.0,564.0
2024-06-28 23:45:00,1719618332.0,3.0,13.0,4.0,3.0,1.0,0.0,0.0,23.7,74.7,67.0,563.0
2024-06-29 00:00:00,1719619232.0,4.0,17.0,6.0,4.0,2.0,0.0,0.0,23.7,74.6,67.0,562.0
2024-06-29 00:15:00,1719620132.0,3.0,13.0,4.0,3.0,1.0,0.0,0.0,23.6,74.5,67.0,558.0
2024-06-29 00:30:00,1719621032.0,3.0,13.0,4.0,3.0,1.0,0.0,0.0,23.6,74.5,68.0,557.0
2024-06-29 00:45:00,1719621932.0,3.0,13.0,4.0,3.0,1.0,0.0,0.0,23.6,74.4,68.0,557.0
2024-06-29 01:00:00,1719622832.0,3.0,13.0,4.0,3.0,1.0,0.0,0.0,23.5,74.4,68.0,553.0
2024-06-29 01:15:00,1719623732.0,10.0,42.0,14.0,11.0,7.0,0.0,0.0,24.1,75.3,76.0,474.0
2024-06-29 01:30:00,1719624632.0,11.0,46.0,16.0,12.0,8.0,0.0,0.0,24.9,76.9,83.0,430.0
2024-06-29 01:45:00,1719625532.0,10.0,42.0,14.0,12.0,7.0,0.0,0.0,25.5,77.8,85.0,429.0
2024-06-29 02:00:00,1719626432.0,9.0,38.0,13.0,10.0,6.0,0.0,0.0,25.7,78.3,86.0,420.0
2024-06-29 02:15:00,1719627332.0,7.0,29.0,10.0,7.0,4.0,0.0,0.0,25.3,77.5,78.0,427.0
2024-06-29 02:30:00,1719628232.0,6.0,25.0,9.0,6.0,3.0,0.0,0.0,24.6,76.3,73.0,450.0
2024-06-29 02:45:00,1719629132.0,6.0,25.0,9.0,6.0,3.0,0.0,0.0,24.7,76.5,73.0,455.0
2024-06-29 03:00:00,1719630032.0,6.0,25.0,9.0,6.0,3.0,0.0,0.0,25.0,77.0,73.0,460.0
2024-06-29 03:15:00,1719630932.0,6.0,25.0,9.0,6.0,3.0,0.0,0.0,25.3,77.5,74.0,466.0
2024-06-29 03:30:00,1719631832.0,5.0,21.0,7.0,5.0,3.0,0.0,0.0,25.5,77.9,74.0,469.0
2024-06-29 03:45:00,1719632732.0,5.0,21.0,7.0,5.0,2.0,0.0,0.0,25.7,78.2,74.0,472.0
2024-06-29 04:00:00,1719633632.0,5.0,21.0,7.0,5.0,2.0,0.0,0.0,25.8,78.5,75.0,475.0
2024-06-29 04:15:00,1719634532.0,5.0,21.0,7.0,5.0,2.0,0.0,0.0,25.9,78.7,75.0,483.0
2024-06-29 04:30:00,1719635432.0,7.0,29.0,10.0,7.0,4.0,0.0,0.0,26.1,78.9,76.0,487.0
2024-06-29 04:45:00,1719636332.0,6.0,25.0,9.0,7.0,4.0,0.0,0.0,26.2,79.1,76.0,485.0
2024-06-29 05:00:00,1719637232.0,6.0,25.0,9.0,7.0,4.0,0.0,0.0,26.2,79.2,77.0,482.0
2024-06-29 05:15:00,1719638132.0,6.0,25.0,9.0,8.0,4.0,0.0,0.0,26.3,79.3,77.0,483.0
2024-06-29 05:30:00,1719639032.0,7.0,29.0,10.0,8.0,5.0,0.0,0.0,26.4,79.5,77.0,486.0
2024-06-29 05:45:00,1719639932.0,7.0,29.0,10.0,7.0,5.0,0.0,0.0,26.4,79.6,78.0,491.0
2024-06-29 06:00:00,1719640832.0,7.0,29.0,10.0,8.0,5.0,0.0,0.0,26.5,79.6,78.0,486.0
2024-06-29 06:15:00,1719641732.0,7.0,29.0,10.0,8.0,5.0,0.0,0.0,26.5,79.7,78.0,486.0
2024-06-29 06:30:00,1719642632.0,6.0,25.0,9.0,6.0,4.0,0.0,0.0,26.6,79.9,80.0,492.0
2024-06-29 06:45:00,1719643532.0,7.0,29.0,10.0,8.0,5.0,0.0,0.0,26.7,80.0,80.0,501.0
2024-06-29 07:00:00,1719644432.0,7.0,29.0,10.0,8.0,5.0,0.0,0.0,26.7,80.1,80.0,497.0
2024-06-29 07:15:00,1719645332.0,6.0,25.0,9.0,7.0,4.0,0.0,0.0,26.8,80.2,80.0,488.0
2024-06-29 07:30:00,1719646232.0,7.0,29.0,10.0,8.0,5.0,0.0,0.0,26.8,80.3,80.0,487.0
2024-06-29 07:45:00,1719647132.0,6.0,25.0,9.0,6.0,4.0,0.0,0.0,26.8,80.3,80.0,486.0
2024-06-29 08:00:00,1719648295.5,6.8,28.3,9.8,7.7,4.8,0.0,0.0,26.9,80.5,81.0,483.3
2024-06-29 08:15:00,1719649200.7,6.7,27.7,9.7,7.7,4.7,0.0,0.0,27.1,80.8,81.0,479.0
2024-06-29 08:30:00,1719650101.0,6.3,26.3,9.3,7.3,4.3,0.0,0.0,27.1,80.9,81.0,483.3
2024-06-29 08:45:00,1719651001.0,7.0,29.0,10.0,7.0,5.0,0.0,0.0,27.2,81.0,81.0,476.7
2024-06-29 09:00:00,1719651901.0,7.3,30.3,10.3,8.7,5.3,0.0,0.0,27.2,81.0,81.0,467.7
2024-06-29 09:15:00,1719652801.0,7.7,31.7,10.7,10.0,5.7,0.0,0.0,27.3,81.1,82.0,455.7
2024-06-29 09:30:00,1719653701.0,7.3,30.3,10.3,8.0,5.3,0.0,0.0,27.3,81.2,82.0,441.7
2024-06-29 09:45:00,1719654601.0,7.0,29.0,10.0,7.3,5.0,0.0,0.0,27.2,81.0,79.3,438.7
2024-06-29 10:00:00,1719655501.0,5.7,23.7,8.3,5.7,4.3,0.0,0.0,26.3,79.3,70.3,449.7
2024-06-29 10:15:00,1719656401.0,5.0,21.0,7.0,5.7,3.7,0.0,0.0,25.7,78.3,67.3,454.3
2024-06-29 10:30:00,1719657301.0,5.0,21.0,7.0,5.0,4.0,0.0,0.0,25.4,77.8,67.7,458.7
2024-06-29 10:45:00,1719658201.0,4.7,19.7,6.7,4.7,3.7,0.0,0.0,25.6,78.0,73.3,459.3
2024-06-29 11:00:00,1719659101.0,5.0,21.0,7.0,5.3,3.3,0.0,0.0,25.8,78.5,75.7,462.7
2024-06-29 11:15:00,1719660001.0,5.0,21.0,7.0,5.0,4.0,0.0,0.0,26.0,78.8,77.0,463.7
2024-06-29 11:30:00,1719660901.0,4.3,18.3,6.3,4.3,3.3,0.0,0.0,26.1,79.0,77.0,466.7
2024-06-29 11:45:00,1719661801.0,4.3,18.3,6.3,5.0,3.3,0.0,0.0,26.3,79.3,77.0,465.7
2024-06-29 12:00:00,1719662701.0,5.0,21.0,7.0,5.0,4.0,0.0,0.0,26.5,79.7,77.0,455.0
2024-06-29 12:15:00,1719663601.0,4.7,19.7,7.0,4.7,3.3,0.0,0.0,26.7,80.0,76.7,443.7
2024-06-29 12:30:00,1719664501.0,5.0,21.0,7.3,5.0,3.3,0.0,0.0,26.7,80.0,77.3,450.7
2024-06-29 12:45:00,1719665401.0,5.7,23.7,8.3,6.0,3.7,0.0,0.0,26.6,80.0,78.7,455.3
2024-06-29 13:00:00,1719666301.0,6.0,25.0,9.0,6.0,4.0,0.0,0.0,26.6,80.0,80.0,451.7
2024-06-29 13:15:00,1719667201.0,5.3,22.3,7.7,5.7,3.7,0.0,0.0,26.7,80.0,80.0,455.3
2024-06-29 13:30:00,1719668101.0,5.0,21.0,7.0,5.3,3.0,0.0,0.0,26.7,80.0,80.3,461.0
2024-06-29 13:45:00,1719669001.0,5.7,23.7,8.0,5.7,3.7,0.0,0.0,26.7,80.0,80.3,464.7
2024-06-29 14:00:00,1719669901.0,5.7,23.7,8.3,6.3,4.0,0.0,0.0,26.7,80.1,81.0,469.3
2024-06-29 14:15:00,1719670801.0,7.0,29.0,10.0,8.0,5.0,0.0,0.0,26.7,80.1,81.0,464.7
2024-06-29 14:30:00,1719671701.0,6.3,26.3,9.3,6.7,4.3,0.0,0.0,26.7,80.1,81.0,463.7
2024-06-29 14:45:00,1719672601.0,7.7,32.0,11.0,8.0,5.7,0.0,0.0,26.8,80.2,82.0,465.3
2024-06-29 15:00:00,1719673501.0,7.0,29.0,10.0,7.7,5.0,0.0,0.0,27.0,80.6,82.0,464.0
2024-06-29 15:15:00,1719674401.0,7.0,29.0,10.0,7.3,5.0,0.0,0.0,27.1,80.8,81.0,467.3
2024-06-29 15:30:00,1719675301.0,6.0,25.0,9.0,6.3,4.0,0.0,0.0,27.2,81.0,81.0,472.0
2024-06-29 15:45:00,1719676201.0,6.0,25.0,9.0,7.3,4.0,0.0,0.0,27.3,81.2,80.0,472.0
2024-06-29 16:00:00,1719677101.0,5.3,22.3,7.7,5.3,3.3,0.0,0.0,27.4,81.3,80.0,473.7
2024-06-29 16:15:00,1719678001.0,5.3,22.3,7.7,6.3,3.3,0.0,0.0,27.5,81.4,80.0,478.0
2024-06-29 16:30:00,1719678901.0,5.7,23.7,8.3,6.0,3.7,0.0,0.0,27.5,81.5,80.0,481.3
2024-06-29 16:45:00,1719679801.0,5.7,23.7,8.3,6.0,3.7,0.0,0.0,27.6,81.8,80.0,470.7
2024-06-29 17:00:00,1719680701.0,6.0,25.0,9.0,6.7,4.0,0.0,0.0,27.8,82.0,78.7,457.0
2024-06-29 17:15:00,1719681601.0,6.0,25.0,8.7,6.0,4.0,0.0,0.0,27.8,82.1,78.0,448.3
2024-06-29 17:30:00,1719682501.0,6.3,26.3,9.3,6.7,4.3,0.0,0.0,27.9,82.2,78.0,441.3
2024-06-29 17:45:00,1719683401.0,6.3,26.3,9.3,7.0,4.3,0.0,0.0,27.9,82.3,77.7,436.0
2024-06-29 18:00:00,1719684301.0,6.3,26.3,9.3,6.7,4.3,0.0,0.0,27.8,82.1,78.0,446.7
2024-06-29 18:15:00,1719685201.0,6.0,25.0,9.0,7.0,4.0,0.0,0.0,27.7,81.9,78.0,453.7
2024-06-29 18:30:00,1719686101.0,5.7,23.7,8.3,6.0,3.7,0.0,0.0,27.8,82.0,78.7,459.7
2024-06-29 18:45:00,1719687001.0,5.7,23.7,8.3,5.7,3.7,0.0,0.0,27.8,82.1,80.0,461.0
2024-06-29 19:00:00,1719687901.0,5.7,23.7,8.3,6.7,3.7,0.0,0.0,27.9,82.3,80.0,454.0
2024-06-29 19:15:00,1719688801.0,6.0,25.0,9.0,7.0,4.0,0.0,0.0,28.0,82.4,78.0,445.3
2024-06-29 19:30:00,1719689701.0,6.0,25.0,8.7,6.3,4.0,0.0,0.0,28.0,82.5,78.0,437.3
2024-06-29 19:45:00,1719690601.0,6.3,26.3,9.3,6.7,4.3,0.0,0.0,28.1,82.5,78.0,431.7
2024-06-29 20:00:00,1719691501.0,6.0,25.0,8.7,6.0,4.0,0.0,0.0,28.1,82.6,78.0,428.0
2024-06-29 20:15:00,1719692401.0,6.0,25.0,9.0,6.3,4.0,0.0,0.0,28.1,82.6,80.0,421.7
2024-06-29 20:30:00,1719693301.0,6.7,27.7,9.7,7.3,4.7,0.0,0.0,28.1,82.6,80.0,419.7
2024-06-29 20:45:00,1719694201.0,7.0,29.0,10.0,7.0,5.0,0.0,0.0,28.1,82.7,80.0,416.7
2024-06-29 21:00:00,1719694801.0,7.0,29.0,10.0,7.0,5.0,0.0,0.0,28.2,82.7,80.0,413.0
2024-06-29 21:15:00,1719695730.0,7.0,29.0,10.0,8.0,5.0,0.0,0.0,28.1,82.6,80.0,410.0
2024-06-29 21:30:00,1719696631.0,8.0,33.0,11.0,11.0,6.0,0.0,0.0,28.1,82.5,80.0,406.0
2024-06-29 21:45:00,1719697531.0,7.0,29.0,10.0,7.0,5.0,0.0,0.0,28.1,82.5,80.0,409.0
