STT,Time,Ngày,Tháng,Năm,Ngày-tháng-năm,PM2.5,Nhiệt độ,Độ ẩm
1,01-10-2022 0:00,01,10,2022,01-10-2022,85.92,29.58,90.35
2,01-10-2022 1:00,01,10,2022,01-10-2022,71.11,29.53,91.65
3,01-10-2022 2:00,01,10,2022,01-10-2022,45.83,29.4,92.8
4,01-10-2022 3:00,01,10,2022,01-10-2022,37.87,29.33,92.74
5,01-10-2022 4:00,01,10,2022,01-10-2022,37.3,29.3,92.39
6,01-10-2022 5:00,01,10,2022,01-10-2022,27.71,29.14,92.17
7,01-10-2022 6:00,01,10,2022,01-10-2022,68.49,28.97,92.44
8,01-10-2022 7:00,01,10,2022,01-10-2022,61.01,28.93,92.82
9,01-10-2022 8:00,01,10,2022,01-10-2022,30.34,28.98,94.65
10,01-10-2022 9:00,01,10,2022,01-10-2022,21.03,29.57,90.28
11,01-10-2022 10:00,01,10,2022,01-10-2022,12.49,29.95,86.93
12,01-10-2022 11:00,01,10,2022,01-10-2022,9.42,30.85,84.36
13,01-10-2022 12:00,01,10,2022,01-10-2022,5.92,31.25,82.62
14,01-10-2022 13:00,01,10,2022,01-10-2022,7.08,31.23,83.9
15,01-10-2022 14:00,01,10,2022,01-10-2022,4.62,31.94,80.08
16,01-10-2022 15:00,01,10,2022,01-10-2022,4.44,32.7,77.65
17,01-10-2022 16:00,01,10,2022,01-10-2022,5.15,32.78,78.44
18,01-10-2022 17:00,01,10,2022,01-10-2022,11.4,30.67,83.66
19,01-10-2022 18:00,01,10,2022,01-10-2022,15.82,30.97,83.53
20,01-10-2022 19:00,01,10,2022,01-10-2022,27.49,31.43,82.88
21,01-10-2022 20:00,01,10,2022,01-10-2022,19.68,31.25,83.02
22,01-10-2022 21:00,01,10,2022,01-10-2022,19.2,31.09,82.46
23,01-10-2022 22:00,01,10,2022,01-10-2022,72.13,30.98,83.42
24,01-10-2022 23:00,01,10,2022,01-10-2022,71.63,30.85,84.56
25,02-10-2022 0:00,02,10,2022,02-10-2022,74.7,30.75,85.22
26,02-10-2022 1:00,02,10,2022,02-10-2022,44.22,30.61,85.72
27,02-10-2022 2:00,02,10,2022,02-10-2022,55.88,30.48,86.18
28,02-10-2022 3:00,02,10,2022,02-10-2022,108.28,30.37,86.73
29,02-10-2022 4:00,02,10,2022,02-10-2022,74.06,30.27,87.05
30,02-10-2022 5:00,02,10,2022,02-10-2022,52.7,30.15,87.29
31,02-10-2022 6:00,02,10,2022,02-10-2022,48.08,30.04,87.69
32,02-10-2022 7:00,02,10,2022,02-10-2022,57.61,29.98,88.05
33,02-10-2022 8:00,02,10,2022,02-10-2022,55.63,30,87.84
34,02-10-2022 9:00,02,10,2022,02-10-2022,61.78,30.16,88.28
35,02-10-2022 10:00,02,10,2022,02-10-2022,31.02,30.47,87.52
36,02-10-2022 11:00,02,10,2022,02-10-2022,19.43,30.61,87.05
37,02-10-2022 12:00,02,10,2022,02-10-2022,14.14,30.61,87.38
38,02-10-2022 13:00,02,10,2022,02-10-2022,12.04,30.32,88.95
39,02-10-2022 14:00,02,10,2022,02-10-2022,11.75,30.37,88.97
40,02-10-2022 15:00,02,10,2022,02-10-2022,11.15,31.32,86.27
41,02-10-2022 16:00,02,10,2022,02-10-2022,8.75,31.11,85.81
42,02-10-2022 17:00,02,10,2022,02-10-2022,10.82,30.52,86.9
43,02-10-2022 18:00,02,10,2022,02-10-2022,14.8,30.24,86.64
44,02-10-2022 19:00,02,10,2022,02-10-2022,27.74,30.2,86.85
45,02-10-2022 20:00,02,10,2022,02-10-2022,15.42,30.07,86.56
