STT,Time,Ngày,Tháng,Năm,Ngày-tháng-năm,PM2.5,Nhiệt độ,Độ ẩm
230,10-10-2022 13:00,10,10,2022,10-10-2022,35.86,30.46,78.31
231,10-10-2022 14:00,10,10,2022,10-10-2022,29.82,30.9,78.95
232,10-10-2022 15:00,10,10,2022,10-10-2022,25.8,31.42,76.67
233,10-10-2022 16:00,10,10,2022,10-10-2022,23.17,31.53,78.73
234,10-10-2022 17:00,10,10,2022,10-10-2022,24.25,31.84,80.18
235,10-10-2022 18:00,10,10,2022,10-10-2022,28.73,31.47,79.81
236,10-10-2022 19:00,10,10,2022,10-10-2022,26.3,30.71,78.84
237,10-10-2022 20:00,10,10,2022,10-10-2022,37.73,29.97,80.12
238,10-10-2022 21:00,10,10,2022,10-10-2022,30.94,28.73,83.23
239,10-10-2022 22:00,10,10,2022,10-10-2022,59.56,29.13,79.77
240,10-10-2022 23:00,10,10,2022,10-10-2022,128.53,29.34,79.52
241,11-10-2022 0:00,11,10,2022,11-10-2022,40.42,29.13,79.72
242,11-10-2022 1:00,11,10,2022,11-10-2022,12.92,28.98,80.26
243,11-10-2022 2:00,11,10,2022,11-10-2022,21.88,28.91,80.84
244,11-10-2022 3:00,11,10,2022,11-10-2022,59.37,28.93,81.93
245,11-10-2022 4:00,11,10,2022,11-10-2022,125.36,28.91,82.37
246,11-10-2022 5:00,11,10,2022,11-10-2022,253.07,28.72,83.66
247,11-10-2022 6:00,11,10,2022,11-10-2022,170.86,28.56,85.15
248,11-10-2022 7:00,11,10,2022,11-10-2022,77.88,28.43,86.3
249,11-10-2022 8:00,11,10,2022,11-10-2022,70.31,27.97,89.3
250,11-10-2022 9:00,11,10,2022,11-10-2022,54.75,28.57,86.3
251,11-10-2022 10:00,11,10,2022,11-10-2022,34.96,29.09,84.26
252,11-10-2022 11:00,11,10,2022,11-10-2022,25.39,29.9,80.01
253,11-10-2022 12:00,11,10,2022,11-10-2022,33.69,30.22,78.11
254,11-10-2022 13:00,11,10,2022,11-10-2022,17.48,30.63,75.62
255,11-10-2022 14:00,11,10,2022,11-10-2022,9.44,31,73.51
256,11-10-2022 15:00,11,10,2022,11-10-2022,9.03,31.22,74.54
257,11-10-2022 16:00,11,10,2022,11-10-2022,17.02,31.15,77.2
258,11-10-2022 17:00,11,10,2022,11-10-2022,23.11,30.59,80.33
259,11-10-2022 18:00,11,10,2022,11-10-2022,13.13,29.61,83.36
260,11-10-2022 19:00,11,10,2022,11-10-2022,15.22,29.81,82.14
261,11-10-2022 20:00,11,10,2022,11-10-2022,24.92,30.08,81.92
262,11-10-2022 21:00,11,10,2022,11-10-2022,32.54,29.96,82.7
263,11-10-2022 22:00,11,10,2022,11-10-2022,25.84,29.82,83.31
264,11-10-2022 23:00,11,10,2022,11-10-2022,32.84,29.7,83.94
265,12-10-2022 0:00,12,10,2022,12-10-2022,71.38,29.41,85.34
266,12-10-2022 1:00,12,10,2022,12-10-2022,51.34,28.99,85.77
267,12-10-2022 2:00,12,10,2022,12-10-2022,62.38,28.94,85.22
268,12-10-2022 3:00,12,10,2022,12-10-2022,45.56,28.63,85.4
269,12-10-2022 4:00,12,10,2022,12-10-2022,49.91,28.56,85.38
270,12-10-2022 5:00,12,10,2022,12-10-2022,54.9,28.64,84.66
271,12-10-2022 6:00,12,10,2022,12-10-2022,99.48,28.33,85.5
272,12-10-2022 7:00,12,10,2022,12-10-2022,66.19,27.85,87.43
273,12-10-2022 8:00,12,10,2022,12-10-2022,45.33,28.38,87.66
274,12-10-2022 9:00,12,10,2022,12-10-2022,28.67,29.43,82.19
275,12-10-2022 10:00,12,10,2022,12-10-2022,13.21,30.45,77.32
276,12-10-2022 11:00,12,10,2022,12-10-2022,13.71,31.25,73.65
277,12-10-2022 12:00,12,10,2022,12-10-2022,10.34,31.88,69.95
278,12-10-2022 13:00,12,10,2022,12-10-2022,12.33,32.01,69.57
279,12-10-2022 14:00,12,10,2022,12-10-2022,14.97,32.2,69.54
280,12-10-2022 15:00,12,10,2022,12-10-2022,14.71,32.75,68.5
281,12-10-2022 16:00,12,10,2022,12-10-2022,26.62,32.48,69.92
282,12-10-2022 17:00,12,10,2022,12-10-2022,39.21,32.35,70.28
283,12-10-2022 18:00,12,10,2022,12-10-2022,56.2,32.29,73.2
284,12-10-2022 19:00,12,10,2022,12-10-2022,73.74,31.96,77.95
285,12-10-2022 20:00,12,10,2022,12-10-2022,69.15,31.72,79.83
286,12-10-2022 21:00,12,10,2022,12-10-2022,57.82,31.48,80.94
287,12-10-2022 22:00,12,10,2022,12-10-2022,49.24,31.2,81.11
288,12-10-2022 23:00,12,10,2022,12-10-2022,36.92,30.97,80.92
289,13-10-2022 0:00,13,10,2022,13-10-2022,43.72,31.1,80.42
290,13-10-2022 1:00,13,10,2022,13-10-2022,42.8,31.01,80.5
291,13-10-2022 2:00,13,10,2022,13-10-2022,50.3,30.83,80.58
292,13-10-2022 3:00,13,10,2022,13-10-2022,53.72,30.65,80.61
293,13-10-2022 4:00,13,10,2022,13-10-2022,56.87,30.47,80.96
294,13-10-2022 5:00,13,10,2022,13-10-2022,84.31,30.29,81.35
295,13-10-2022 6:00,13,10,2022,13-10-2022,125.59,29.92,81.2
296,13-10-2022 7:00,13,10,2022,13-10-2022,134.42,29.82,80.32
297,13-10-2022 8:00,13,10,2022,13-10-2022,83.02,29.4,81.79
298,13-10-2022 9:00,13,10,2022,13-10-2022,39.1,29.41,79.94
299,13-10-2022 10:00,13,10,2022,13-10-2022,38.48,30.08,77.09
300,13-10-2022 11:00,13,10,2022,13-10-2022,26.58,31.06,70.77
301,13-10-2022 12:00,13,10,2022,13-10-2022,26.11,31.47,69.37
302,13-10-2022 13:00,13,10,2022,13-10-2022,19.59,32.23,66.76
303,13-10-2022 14:00,13,10,2022,13-10-2022,16.93,32.69,64.21
304,13-10-2022 15:00,13,10,2022,13-10-2022,22.88,32.6,63.59
305,13-10-2022 16:00,13,10,2022,13-10-2022,31.62,32.32,64.64
306,13-10-2022 17:00,13,10,2022,13-10-2022,32.66,32.27,68.01
307,13-10-2022 18:00,13,10,2022,13-10-2022,157.26,31.93,69.58
308,13-10-2022 19:00,13,10,2022,13-10-2022,146.86,31.95,70.48
309,13-10-2022 20:00,13,10,2022,13-10-2022,114.04,31.79,72.25
310,13-10-2022 21:00,13,10,2022,13-10-2022,85.77,31.71,73.5
311,13-10-2022 22:00,13,10,2022,13-10-2022,260.95,31.62,74.64
312,13-10-2022 23:00,13,10,2022,13-10-2022,217.29,31.37,75.98
313,14-10-2022 0:00,14,10,2022,14-10-2022,80.7,30.96,78
314,14-10-2022 1:00,14,10,2022,14-10-2022,84.21,30.75,78.66
315,14-10-2022 2:00,14,10,2022,14-10-2022,48.44,30.6,80.02
316,14-10-2022 3:00,14,10,2022,14-10-2022,31.61,30.53,80.7
317,14-10-2022 4:00,14,10,2022,14-10-2022,32.25,30.13,82.56
318,14-10-2022 5:00,14,10,2022,14-10-2022,53.55,30.29,82.58
319,14-10-2022 6:00,14,10,2022,14-10-2022,127.12,30.31,82.88
320,14-10-2022 7:00,14,10,2022,14-10-2022,75.67,30.06,83.2
321,14-10-2022 8:00,14,10,2022,14-10-2022,38.97,29.37,84.87
322,14-10-2022 9:00,14,10,2022,14-10-2022,43.93,29.49,84.57
323,14-10-2022 10:00,14,10,2022,14-10-2022,31.59,29.83,81.78
324,14-10-2022 11:00,14,10,2022,14-10-2022,36.07,30.3,78.28
325,14-10-2022 12:00,14,10,2022,14-10-2022,40.05,30.95,76.99
326,14-10-2022 13:00,14,10,2022,14-10-2022,33.21,30.89,75.8
327,14-10-2022 14:00,14,10,2022,14-10-2022,28.3,31.01,73.42
328,14-10-2022 15:00,14,10,2022,14-10-2022,29.68,31.18,72.94
329,14-10-2022 16:00,14,10,2022,14-10-2022,29.21,31.04,72.07
330,14-10-2022 17:00,14,10,2022,14-10-2022,42.49,30.87,73.1
331,14-10-2022 18:00,14,10,2022,14-10-2022,60.24,31.23,71.76
332,14-10-2022 19:00,14,10,2022,14-10-2022,140.15,31.21,70.82
333,14-10-2022 20:00,14,10,2022,14-10-2022,203.82,31.33,71.15
334,14-10-2022 21:00,14,10,2022,14-10-2022,183.81,32.85,71.66
335,14-10-2022 22:00,14,10,2022,14-10-2022,112.08,32.67,71.6
336,14-10-2022 23:00,14,10,2022,14-10-2022,89.22,32.6,72.55
337,15-10-2022 0:00,15,10,2022,15-10-2022,80.31,32.48,73.68
338,15-10-2022 1:00,15,10,2022,15-10-2022,103.69,32.29,73.98
339,15-10-2022 2:00,15,10,2022,15-10-2022,154.58,32.13,74.14
340,15-10-2022 3:00,15,10,2022,15-10-2022,163.18,32.01,74.6
341,15-10-2022 4:00,15,10,2022,15-10-2022,210.35,31.85,75.08
342,15-10-2022 5:00,15,10,2022,15-10-2022,201.43,31.67,75.97
343,15-10-2022 6:00,15,10,2022,15-10-2022,82.84,31.38,76.32
344,15-10-2022 7:00,15,10,2022,15-10-2022,75.89,31.18,75.17
345,15-10-2022 8:00,15,10,2022,15-10-2022,65.15,30.16,76.98
346,15-10-2022 9:00,15,10,2022,15-10-2022,46.69,30.09,76.94
347,15-10-2022 10:00,15,10,2022,15-10-2022,43.2,28.84,75.81
348,15-10-2022 11:00,15,10,2022,15-10-2022,40,29.54,71.95
349,15-10-2022 12:00,15,10,2022,15-10-2022,35.42,29.97,68.71
350,15-10-2022 13:00,15,10,2022,15-10-2022,30.66,30.09,69.31
351,15-10-2022 14:00,15,10,2022,15-10-2022,36.4,30.46,69.54
352,15-10-2022 15:00,15,10,2022,15-10-2022,32.08,30.18,70.09
353,15-10-2022 16:00,15,10,2022,15-10-2022,27.87,30.43,70.6
354,15-10-2022 17:00,15,10,2022,15-10-2022,27,30.64,69.32
355,15-10-2022 18:00,15,10,2022,15-10-2022,36.79,30,71.55
356,15-10-2022 19:00,15,10,2022,15-10-2022,42.13,29.15,74.39
